Product_URL,Product_Image_URL,Product_Tagging,Product_Name,Product_Description,Original_Price,Discount_Price,Sizes_Available,Vouchers,Available_Colors,Color_Shown,Style_Code,Rating_Score,Review_Count
https://www.nike.com/ph/t/air-jordan-4-retro-flight-club-shoes-Yu1kqwca/IM4002-100,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/b5bf7176-9aaa-4e63-8bcd-50f809fc1dab/AIR+JORDAN+4+RETRO+OG+FC.png",,Air Jordan 4 Retro 'Flight Club',"If you wanted to fly like MJ, you had to join the club. The Air Jordan Flight Club. This AJ4 honours the heritage and nostalgia of the popular mail-in membership programme from the '80s and '90s. A smooth Sail and white leather upper features black and University Red accents, bringing more Jumpman DNA to the all-time classic. Bold 'Flight Club' logos combine with Nike Air heel branding for an homage to the original era. Complete with all the iconic elements—these are your ultimate fan club flex.",12095,12095,"7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 13",0,Sail/University Red/Black,Sail/University Red/Black,IM4002-100,4.9,55
https://www.nike.com/ph/t/revolution-8-road-running-shoes-WdoyZvVX/HJ9198-105,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/05ec3350-e696-4b30-97ba-a50aafdb5155/NIKE+REVOLUTION+8.png",Recycled Materials,Nike Revolution 8,"The Revolution 8 is an evolution of your faithful favourite. Every stride is cushioned thanks to a foam midsole and a flexible forefoot that makes your steps soft. Plus, the mesh upper is even more breathable than the previous iteration, so you can run in cool, collected comfort.",3295,2307,"6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13",30,"Cannon/Seaweed/Pure Platinum/White, White/Pure Platinum/Glacier Blue/Black",White/Pure Platinum/Glacier Blue/Black,HJ9198-105,4.2,94
https://www.nike.com/ph/t/jordan-franchise-shower-slides-i928MvhE/HQ2163-201,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/8a9be9e5-dae0-4084-a267-7ce513b83f27/JORDAN+FRANCHISE+SLIDE+SH.png",,Jordan Franchise,"Keep every step supported—even in the shower. Made from a single piece of robust yet flexible foam, these quick-drying shower slides have drainage holes throughout the outsole. A raised elephant print helps add traction to the footbed while giving you heritage Jordan style.",1895,1327,"M 7 / W 8, M 8 / W 9, M 9 / W 10, M 10 / W 11, M 11 / W 12, M 12 / W 13, M 13 / W 14",30,"Black/White, White/Black, Medium Olive/Sail, Khaki/Black",Medium Olive/Sail,HQ2163-201,3.9,16
https://www.nike.com/ph/t/air-max-dn8-leather-shoes-bYfKK6Qb/IB6381-001,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/ad601132-e7c8-45cc-b92b-2815dea300b2/AIR+MAX+DN8+LTHR.png",,Nike Air Max Dn8 Leather,"More Air, less bulk. The Dn8 takes our Dynamic Air system and condenses it into a sleek, low-profile package. Powered by eight pressurised Air tubes, it gives you a responsive sensation with every step. Enter an unreal experience of movement.",11995,11995,"M 6 / W 7.5, M 6.5 / W 8, M 7 / W 8.5, M 7.5 / W 9, M 8 / W 9.5, M 8.5 / W 10, M 9 / W 10.5, M 9.5 / W 11, M 10 / W 11.5, M 10.5 / W 12, M 11 / W 12.5, M 11.5 / W 13, M 12 / W 13.5, M 12.5 / W 14, M 13 / W 14.5",0,"Platinum Tint/Light Smoke Grey, Flax/Fauna Brown, Black/Smoke Grey",Platinum Tint/Light Smoke Grey,IB6381-001,5.0,11
https://www.nike.com/ph/t/tiempo-legend-10-elite-low-top-football-boot-F47h5D/DV4328-402,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/875f6b92-e67f-4085-91e0-2c56e4820711/LEGEND+10+ELITE+FG.png",Recycled Materials,Nike Tiempo Legend 10 Elite,"Even Legends find ways to evolve. The latest iteration of this Elite boot has all-new FlyTouch Plus engineered leather. Softer than natural leather, it contours to your foot and works with All Conditions Control (a grippy texture even in wet weather) so you can dictate the pace of your game. Lighter and sleeker than any other Tiempo to date, the Legend 10 is for any position on the pitch, whether you're sending a pinpoint pass through the defence or tracking back to stop a break-away.",12295,9836,"M 6 / W 7.5, M 6.5 / W 8, M 7 / W 8.5, M 7.5 / W 9, M 8 / W 9.5, M 8.5 / W 10, M 9 / W 10.5, M 9.5 / W 11, M 10 / W 11.5, M 10.5 / W 12, M 11 / W 12.5, M 11.5 / W 13, M 12 / W 13.5, M 12.5 / W 14",20,"Pink Foam/Black, Metallic Silver/Volt/Black, Black/Deep Jungle/Black, Blue Eclipse/Black, Black/Black, Volt/Black",Blue Eclipse/Black,DV4328-402,4.5,88
https://www.nike.com/ph/t/phantom-6-high-elite-ea-sports-fc-football-boots-VY1tz3XR/HQ2330-900,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/34b694f6-86f9-4325-916b-3eb72ddece69/PHANTOM+6+HIGH+ELITE+FG+SE.png",,"Nike Phantom 6 High Elite ""EA SPORTS FC""","On field or online, this Phantom 6 Elite is so precise it's scary. With mods like our revolutionary Gripknit and Cyclone 360 traction plate, this glitchy goal machine is a like cheat code for your next match.",17595,11437,"M 6 / W 7.5, M 6.5 / W 8, M 7 / W 8.5, M 7.5 / W 9, M 8 / W 9.5, M 8.5 / W 10, M 9 / W 10.5, M 9.5 / W 11, M 10 / W 11.5, M 10.5 / W 12, M 11 / W 12.5, M 11.5 / W 13, M 12 / W 13.5, M 12.5 / W 14, M 13 / W 14.5",35,Multi-Colour/Bright Crimson,Multi-Colour/Bright Crimson,HQ2330-900,5.0,1
https://www.nike.com/ph/t/zoom-vomero-5-shoes-with-reflective-design-accents-TbYD7yr7/IB8929-003,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/37d89d48-a111-4948-adcf-fcf6b4277321/W+NIKE+ZOOM+VOMERO+5.png",,Nike Zoom Vomero 5,"Carve a new lane for yourself in the Zoom Vomero 5—your go-to for complexity, depth and easy styling. The richly layered design includes textiles, synthetic leather and plastic accents that come together to make one of the coolest sneakers of the season.",8895,7116,"5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10",20,"Pure Platinum/Summit White/White/Celestine Blue, Light Bone/Phantom/Light Orewood Brown/Light Bone, Grey Fog/Off-White/Spruce Aura/Grey Fog, Sail/Summit White/Coconut Milk/Sail",Light Bone/Phantom/Light Orewood Brown/Light Bone,IB8929-003,4.8,28
https://www.nike.com/ph/t/pegasus-road-running-shoes-kxz5Tc9U/IQ0307-094,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/52a49dfa-bcb5-4a06-b854-a6593b2dfb27/NIKE+PEGASUS+PREMIUM.png",,Nike Pegasus Premium,"The Pegasus Premium supercharges responsive cushioning with a triple stack of our most powerful running technologies: ZoomX foam, a sculpted Air Zoom unit and ReactX foam. It's our most responsive Pegasus ever, providing high energy return unlike any other. With a lighter-than-air upper, it decreases weight and increases breathability so you can fly fast.",12295,12295,"M 6.5 / W 8, M 7 / W 8.5, M 7.5 / W 9, M 8 / W 9.5, M 8.5 / W 10, M 9 / W 10.5, M 9.5 / W 11, M 10 / W 11.5, M 10.5 / W 12, M 11 / W 12.5, M 11.5 / W 13, M 12 / W 13.5, M 12.5 / W 14, M 13 / W 14.5",0,Platinum Tint/Grey Fog/Iron Grey/Reflect Silver,Platinum Tint/Grey Fog/Iron Grey/Reflect Silver,IQ0307-094,4.5,2
https://www.nike.com/ph/t/mercurial-superfly-10-elite-high-top-football-boot-Snwv27/FQ1454-600,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/2f3c8df1-a260-436d-a1d6-c4cce2472c0f/ZM+SUPERFLY+10+ELITE+FG.png",Recycled Materials,Nike Mercurial Superfly 10 Elite,"Obsessed with speed? So are the game's biggest stars. That's why we made this Elite boot with an improved 3/4-length Air Zoom unit. It gives you and the sport's fastest players the propulsive feel needed to break through the back line. The result is the most responsive Mercurial we've ever made, because you demand greatness from yourself and your footwear.",14895,11916,"M 6 / W 7.5, M 6.5 / W 8, M 7 / W 8.5, M 7.5 / W 9, M 8 / W 9.5, M 8.5 / W 10, M 9 / W 10.5, M 9.5 / W 11, M 10 / W 11.5, M 10.5 / W 12, M 11 / W 12.5, M 11.5 / W 13, M 12 / W 13.5, M 12.5 / W 14",20,"Black/Deep Jungle/Black, Ember Glow/Aurora Green, Magic Flamingo/Total Crimson/Black, Black/Ice Blue",Magic Flamingo/Total Crimson/Black,FQ1454-600,4.8,45
https://www.nike.com/ph/t/lebron-xxiii-elite-good-intentions-ep-basketball-shoes-grWWLlLR/IR0071-601,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/5d9e2bbb-01f4-4358-8b7e-87a62003a021/LEBRON+XXIII+ELITE+EP.png",,LeBron XXIII Elite 'Good Intentions' EP,"LeBron's carried the game for two decades. But what if we could help lighten the load? Enter the LeBron XXIII Elite. It offers peak lightweight responsiveness thanks to springy, full-length ZoomX foam—perfect for the high speed demands of the modern game—and a crown-shaped containment system to help you stay locked in. And, in true King fashion, we raised the stakes even higher by removing the tongue and implementing a full-length Flyknit upper. This LeBron XXIII is inspired by the much debated but never imitated 'Decision' and ups the performance level to a peak level for hoopers all over. With its extra-durable rubber outsole, this version gives you traction for outdoor courts.",12595,12595,"M 6.5 / W 8, M 7 / W 8.5, M 7.5 / W 9, M 8 / W 9.5, M 8.5 / W 10, M 9 / W 10.5, M 9.5 / W 11, M 10 / W 11.5, M 10.5 / W 12, M 11 / W 12.5, M 12 / W 13.5, M 13 / W 14.5",0,"Bright Crimson/Dusty Amethyst/Barely Volt/Multi-Colour, Cool Grey/Metallic Silver/Vivid Purple/Multi-Colour, Multi-Colour/Black/Multi-Colour, Hyper Pink/Black/Voltage Green/Alabaster, Cool Grey/Cool Grey/Black, Midnight Navy/University Red/Metallic Gold, Volt Tint/Black/Magic Ember/Multi-Colour, Wheat Gold/Gum Medium Brown/Magic Ember/Wolf Grey, Silt Red/Black/Metallic Copper, White/White/Black, Safety Orange/Metallic Gold/Wolf Grey, White/Light Crimson/Volt Tint/Multi-Colour, Pale Ivory/University Red/Midnight Navy/Metallic Gold, Black/Stadium Green/College Grey/Soft Yellow",Hyper Pink/Black/Voltage Green/Alabaster,IR0071-601,4.8,4
https://www.nike.com/ph/t/air-jordan-3-retro-sail-and-jade-aura-shoes-WUaM06fp/IF4396-100,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/05765963-d9c5-4c33-b6b8-b4815ca3af62/AIR+JORDAN+3+RETRO+OG.png",,Air Jordan 3 Retro 'Sail and Jade Aura',"These Jordans are fresher than a spring bouquet. Crisp leather in Sail acts as the perfect canvas for Jade Aura and Iris Whisper details to bloom along the upper. Aura pink on the logo and outsole tie the look together, and elephant print is embroidered on the heel for a delicate finish.",11995,11995,"7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 13",0,Sail/Aura/Iced Carmine/Jade Aura,Sail/Aura/Iced Carmine/Jade Aura,IF4396-100,4.9,15
https://www.nike.com/ph/t/air-max-95-g-golf-shoes-g4LBjtmn/HV4696-300,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/cfd9c8aa-e9c5-4f10-b04f-8c9b4ce1d8fc/AIR+MAX+95+G.png",,Nike Air Max '95 G,"Introducing the Air Max '95 G, a model that's golf-ready while maintaining the DNA of the original. There's Air everywhere and plenty of familiar Air Max-friendly features. Plus, the upper is made of synthetic leather and the traction is made of sticky rubber lugs. At last, the timeless lifestyle classic you’ve loved for three decades is ready for the links.",11495,11495,"M 5 / W 6.5, M 5.5 / W 7, M 6 / W 7.5, M 6.5 / W 8, M 7 / W 8.5, M 7.5 / W 9, M 8 / W 9.5, M 8.5 / W 10, M 9 / W 10.5, M 9.5 / W 11, M 10 / W 11.5, M 10.5 / W 12, M 11 / W 12.5, M 11.5 / W 13, M 12 / W 13.5, M 12.5 / W 14, M 13 / W 14.5, M 14 / W 15.5",0,Spruce Fog/Alabaster/Silt Red/Anthracite,Spruce Fog/Alabaster/Silt Red/Anthracite,HV4696-300,5.0,3
https://www.nike.com/ph/t/dunk-low-next-nature-shoes-wbxcmN/DD1873-113,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/43667353-8634-4a13-be26-418b9c1da59e/W+NIKE+DUNK+LOW+NEXT+NATURE.png",Recycled Materials,Nike Dunk Low Next Nature,You can always count on a classic. The Dunk Low pairs its iconic colour-blocking with premium materials and plush padding for game-changing comfort that lasts. The styling possibilities are endless—how will you wear your Dunks?,5895,3832,"5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5",35,"Hemp/Sail, White/Light Wild Mango, White/Elemental Pink, White/Light Smoke Grey",White/Light Smoke Grey,DD1873-113,4.7,282
https://www.nike.com/ph/t/kobe-ix-elite-low-protro-basketball-shoes-55edJFf8/IM0465-500,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/b358a2c5-4168-4825-a8ef-f038e00e0867/KOBE+IX+ELITE+LOW+PROTRO.png",,Kobe IX Elite Low Protro,"Kobe's comeback from a torn Achilles inspired generations of past, present and future hoopers to keep fighting. This Kobe IX brings back the shoe that supported the Black Mamba during his triumphant return to the floor and gives it an upgrade. A Flyknit upper complements a springy responsive React foam in Kobe's updated low-top masterpiece.",11995,11995,"M 5 / W 6.5, M 5.5 / W 7, M 6 / W 7.5, M 6.5 / W 8, M 7 / W 8.5, M 7.5 / W 9, M 8 / W 9.5, M 8.5 / W 10, M 9 / W 10.5, M 9.5 / W 11, M 10 / W 11.5, M 10.5 / W 12, M 11 / W 12.5, M 11.5 / W 13, M 12 / W 13.5, M 12.5 / W 14, M 13 / W 14.5, M 13.5 / W 15, M 14 / W 15.5",0,Hyper Grape/Cave Purple/White,Hyper Grape/Cave Purple/White,IM0465-500,5.0,1
https://www.nike.com/ph/t/pegasus-road-running-shoes-9XMSK0/HQ2593-113,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/3940a722-2c80-40b3-af96-291255773955/W+NIKE+PEGASUS+PREMIUM.png",,Nike Pegasus Premium,"The Pegasus Premium supercharges responsive cushioning with a triple stack of our most powerful running technologies: ZoomX foam, a sculpted Air Zoom unit and ReactX foam. It's the most responsive Pegasus ever, providing high energy return unlike any other. With a lighter-than-air upper, it decreases weight and increases breathability so you can fly faster.",11995,11995,"5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10",0,"Football Grey/Total Orange/Summit White/Multi-Colour, Black/Bright Crimson/Metallic Silver, White/Metallic Silver/Metallic Silver, Guava Ice/Particle Pink/Pure Platinum/Sail, Sail/Metallic Silver/Pure Platinum/Off-Noir, Football Grey/World Indigo/White/Metallic Platinum, Orange Pulse/Bright Mango/Tattoo/Hot Lava, Tattoo/Football Grey/Hydrogen Blue/Off-Noir, Barely Grape/Violet Mist/Sapphire/Purple Dynasty, Barely Green/Work Blue/Football Grey/Blue Void, Sea Glass/Malachite/Light Silver/Metallic Silver, Light Bone/Chalk/Arctic Orange/Metallic Silver, Chalk/Orange Pulse/Light Magenta/Tattoo",Chalk/Orange Pulse/Light Magenta/Tattoo,HQ2593-113,4.2,295
https://www.nike.com/ph/t/kobe-9-low-basketball-shoes-Up4tSTpB/IH1400-600,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4776e12d-4b91-448a-878c-9c6b1553691c/KOBE+IX+EM+PROTRO.png",,Kobe 9 Low,"Kobe's comeback from a torn Achilles inspired generations of past, present and future hoopers to keep fighting. This Kobe 9 brings back the shoe that supported the Black Mamba during his triumphant return to the floor and gives it an upgrade. An engineered mesh upper complements a springy responsive React foam in Kobe's updated low-top masterpiece.",10295,10295,"M 5.5 / W 7, M 6 / W 7.5, M 6.5 / W 8, M 7 / W 8.5, M 7.5 / W 9, M 8 / W 9.5, M 8.5 / W 10, M 9 / W 10.5, M 9.5 / W 11, M 10 / W 11.5, M 10.5 / W 12, M 11 / W 12.5, M 11.5 / W 13, M 12 / W 13.5, M 12.5 / W 14, M 13 / W 14.5, M 13.5 / W 15, M 14 / W 15.5",0,University Red/Black/Metallic Gold,University Red/Black/Metallic Gold,IH1400-600,5.0,1
https://www.nike.com/ph/t/vomero-18-road-running-shoes-tSYEf6Qr/IF0514-016,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/11120086-321a-40d7-a738-887da1462340/NIKE+VOMERO+18+WIDE.png",,Nike Vomero 18,"Maximum cushioning in the Vomero provides a comfortable ride for everyday runs. Our softest, most cushioned ride has lightweight ZoomX foam stacked on top of responsive ReactX foam in the midsole. Plus, a redesigned traction pattern offers a smooth heel-to-toe transition.",8395,5877,"6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13",30,"Black/Coconut Milk/Light Iron Ore/Summit White, Black/Light Crimson/Topaz Gold/Bright Crimson",Black/Light Crimson/Topaz Gold/Bright Crimson,IF0514-016,2.9,14
https://www.nike.com/ph/t/air-jordan-4-retro-flight-club-shoes-Yu1kqwca/IM4002-100,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/b5bf7176-9aaa-4e63-8bcd-50f809fc1dab/AIR+JORDAN+4+RETRO+OG+FC.png",,Air Jordan 4 Retro 'Flight Club',"If you wanted to fly like MJ, you had to join the club. The Air Jordan Flight Club. This AJ4 honours the heritage and nostalgia of the popular mail-in membership programme from the '80s and '90s. A smooth Sail and white leather upper features black and University Red accents, bringing more Jumpman DNA to the all-time classic. Bold 'Flight Club' logos combine with Nike Air heel branding for an homage to the original era. Complete with all the iconic elements—these are your ultimate fan club flex.",12095,12095,"7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 13",0,Sail/University Red/Black,Sail/University Red/Black,IM4002-100,4.9,55
https://www.nike.com/ph/t/revolution-8-road-running-shoes-WdoyZvVX/HJ9198-105,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/05ec3350-e696-4b30-97ba-a50aafdb5155/NIKE+REVOLUTION+8.png",Recycled Materials,Nike Revolution 8,"The Revolution 8 is an evolution of your faithful favourite. Every stride is cushioned thanks to a foam midsole and a flexible forefoot that makes your steps soft. Plus, the mesh upper is even more breathable than the previous iteration, so you can run in cool, collected comfort.",3295,2307,"6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13",30,"Cannon/Seaweed/Pure Platinum/White, White/Pure Platinum/Glacier Blue/Black",White/Pure Platinum/Glacier Blue/Black,HJ9198-105,4.2,94
https://www.nike.com/ph/t/jordan-franchise-shower-slides-i928MvhE/HQ2163-201,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/8a9be9e5-dae0-4084-a267-7ce513b83f27/JORDAN+FRANCHISE+SLIDE+SH.png",,Jordan Franchise,"Keep every step supported—even in the shower. Made from a single piece of robust yet flexible foam, these quick-drying shower slides have drainage holes throughout the outsole. A raised elephant print helps add traction to the footbed while giving you heritage Jordan style.",1895,1327,"M 7 / W 8, M 8 / W 9, M 9 / W 10, M 10 / W 11, M 11 / W 12, M 12 / W 13, M 13 / W 14",30,"Black/White, White/Black, Medium Olive/Sail, Khaki/Black",Medium Olive/Sail,HQ2163-201,3.9,16
https://www.nike.com/ph/t/air-max-dn8-leather-shoes-bYfKK6Qb/IB6381-001,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/ad601132-e7c8-45cc-b92b-2815dea300b2/AIR+MAX+DN8+LTHR.png",,Nike Air Max Dn8 Leather,"More Air, less bulk. The Dn8 takes our Dynamic Air system and condenses it into a sleek, low-profile package. Powered by eight pressurised Air tubes, it gives you a responsive sensation with every step. Enter an unreal experience of movement.",11995,11995,"M 6 / W 7.5, M 6.5 / W 8, M 7 / W 8.5, M 7.5 / W 9, M 8 / W 9.5, M 8.5 / W 10, M 9 / W 10.5, M 9.5 / W 11, M 10 / W 11.5, M 10.5 / W 12, M 11 / W 12.5, M 11.5 / W 13, M 12 / W 13.5, M 12.5 / W 14, M 13 / W 14.5",0,"Platinum Tint/Light Smoke Grey, Flax/Fauna Brown, Black/Smoke Grey",Platinum Tint/Light Smoke Grey,IB6381-001,5.0,11
https://www.nike.com/ph/t/tiempo-legend-10-elite-low-top-football-boot-F47h5D/DV4328-402,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/875f6b92-e67f-4085-91e0-2c56e4820711/LEGEND+10+ELITE+FG.png",Recycled Materials,Nike Tiempo Legend 10 Elite,"Even Legends find ways to evolve. The latest iteration of this Elite boot has all-new FlyTouch Plus engineered leather. Softer than natural leather, it contours to your foot and works with All Conditions Control (a grippy texture even in wet weather) so you can dictate the pace of your game. Lighter and sleeker than any other Tiempo to date, the Legend 10 is for any position on the pitch, whether you're sending a pinpoint pass through the defence or tracking back to stop a break-away.",12295,9836,"M 6 / W 7.5, M 6.5 / W 8, M 7 / W 8.5, M 7.5 / W 9, M 8 / W 9.5, M 8.5 / W 10, M 9 / W 10.5, M 9.5 / W 11, M 10 / W 11.5, M 10.5 / W 12, M 11 / W 12.5, M 11.5 / W 13, M 12 / W 13.5, M 12.5 / W 14",20,"Pink Foam/Black, Metallic Silver/Volt/Black, Black/Deep Jungle/Black, Blue Eclipse/Black, Black/Black, Volt/Black",Blue Eclipse/Black,DV4328-402,4.5,88
https://www.nike.com/ph/t/phantom-6-high-elite-ea-sports-fc-football-boots-VY1tz3XR/HQ2330-900,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/34b694f6-86f9-4325-916b-3eb72ddece69/PHANTOM+6+HIGH+ELITE+FG+SE.png",,"Nike Phantom 6 High Elite ""EA SPORTS FC""","On field or online, this Phantom 6 Elite is so precise it's scary. With mods like our revolutionary Gripknit and Cyclone 360 traction plate, this glitchy goal machine is a like cheat code for your next match.",17595,11437,"M 6 / W 7.5, M 6.5 / W 8, M 7 / W 8.5, M 7.5 / W 9, M 8 / W 9.5, M 8.5 / W 10, M 9 / W 10.5, M 9.5 / W 11, M 10 / W 11.5, M 10.5 / W 12, M 11 / W 12.5, M 11.5 / W 13, M 12 / W 13.5, M 12.5 / W 14, M 13 / W 14.5",35,Multi-Colour/Bright Crimson,Multi-Colour/Bright Crimson,HQ2330-900,5.0,1
https://www.nike.com/ph/t/zoom-vomero-5-shoes-with-reflective-design-accents-TbYD7yr7/IB8929-003,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/37d89d48-a111-4948-adcf-fcf6b4277321/W+NIKE+ZOOM+VOMERO+5.png",,Nike Zoom Vomero 5,"Carve a new lane for yourself in the Zoom Vomero 5—your go-to for complexity, depth and easy styling. The richly layered design includes textiles, synthetic leather and plastic accents that come together to make one of the coolest sneakers of the season.",8895,7116,"5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10",20,"Pure Platinum/Summit White/White/Celestine Blue, Light Bone/Phantom/Light Orewood Brown/Light Bone, Grey Fog/Off-White/Spruce Aura/Grey Fog, Sail/Summit White/Coconut Milk/Sail",Light Bone/Phantom/Light Orewood Brown/Light Bone,IB8929-003,4.8,28
https://www.nike.com/ph/t/pegasus-road-running-shoes-kxz5Tc9U/IQ0307-094,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/52a49dfa-bcb5-4a06-b854-a6593b2dfb27/NIKE+PEGASUS+PREMIUM.png",,Nike Pegasus Premium,"The Pegasus Premium supercharges responsive cushioning with a triple stack of our most powerful running technologies: ZoomX foam, a sculpted Air Zoom unit and ReactX foam. It's our most responsive Pegasus ever, providing high energy return unlike any other. With a lighter-than-air upper, it decreases weight and increases breathability so you can fly fast.",12295,12295,"M 6.5 / W 8, M 7 / W 8.5, M 7.5 / W 9, M 8 / W 9.5, M 8.5 / W 10, M 9 / W 10.5, M 9.5 / W 11, M 10 / W 11.5, M 10.5 / W 12, M 11 / W 12.5, M 11.5 / W 13, M 12 / W 13.5, M 12.5 / W 14, M 13 / W 14.5",0,Platinum Tint/Grey Fog/Iron Grey/Reflect Silver,Platinum Tint/Grey Fog/Iron Grey/Reflect Silver,IQ0307-094,4.5,2
https://www.nike.com/ph/t/mercurial-superfly-10-elite-high-top-football-boot-Snwv27/FQ1454-600,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/2f3c8df1-a260-436d-a1d6-c4cce2472c0f/ZM+SUPERFLY+10+ELITE+FG.png",Recycled Materials,Nike Mercurial Superfly 10 Elite,"Obsessed with speed? So are the game's biggest stars. That's why we made this Elite boot with an improved 3/4-length Air Zoom unit. It gives you and the sport's fastest players the propulsive feel needed to break through the back line. The result is the most responsive Mercurial we've ever made, because you demand greatness from yourself and your footwear.",14895,11916,"M 6 / W 7.5, M 6.5 / W 8, M 7 / W 8.5, M 7.5 / W 9, M 8 / W 9.5, M 8.5 / W 10, M 9 / W 10.5, M 9.5 / W 11, M 10 / W 11.5, M 10.5 / W 12, M 11 / W 12.5, M 11.5 / W 13, M 12 / W 13.5, M 12.5 / W 14",20,"Black/Deep Jungle/Black, Ember Glow/Aurora Green, Magic Flamingo/Total Crimson/Black, Black/Ice Blue",Magic Flamingo/Total Crimson/Black,FQ1454-600,4.8,45
